basin,model,feature,value,abs_normalized
Mekong Basin,Logistic Regression,rolling_autocorr_12,-0.062194461674377095,0.0691266862445459
Mekong Basin,Logistic Regression,rolling_variance_12,0.1165460741029421,0.1295363554994282
Mekong Basin,Logistic Regression,rolling_skew_12,-0.2661297431863278,0.29579269218374676
Mekong Basin,Logistic Regression,month_sin,-0.004955754893991181,0.005508125714719956
Mekong Basin,Logistic Regression,month_cos,-0.022154462848706643,0.024623809918591616
Mekong Basin,Random Forest,anomaly_lag1,0.1658623493254211,1.0
Mekong Basin,Random Forest,anomaly_lag2,0.046227285311432276,0.27870873347352976
Mekong Basin,Random Forest,anomaly_lag3,0.03519772083416404,0.21221043218859928
Mekong Basin,Random Forest,raw_lag1,0.15391318708427998,0.9279573556642627
Mekong Basin,Random Forest,bar_state_lag1,0.0977439121844903,0.589307414142056
Mekong Basin,Random Forest,rolling_autocorr_3,0.004848380829881396,0.02923135268251203
Mekong Basin,Random Forest,rolling_variance_3,0.055580303479828515,0.33509897638541364
Mekong Basin,Random Forest,rolling_skew_3,0.0324468106131905,0.19562493082459612
Mekong Basin,Random Forest,rolling_autocorr_6,0.04435554785046106,0.26742384893774596
Mekong Basin,Random Forest,rolling_variance_6,0.03678517807178674,0.22178136401296478
Mekong Basin,Random Forest,rolling_skew_6,0.0409924435897467,0.24714737103668857
Mekong Basin,Random Forest,rolling_autocorr_12,0.05759707742928828,0.347258299810303
Mekong Basin,Random Forest,rolling_variance_12,0.0508308983742505,0.30646435783036285
Mekong Basin,Random Forest,rolling_skew_12,0.05210688406643169,0.3141573978564493
Mekong Basin,Random Forest,month_sin,0.09588986227309199,0.5781291695377868
Mekong Basin,Random Forest,month_cos,0.029622158682254925,0.17859483362397333
Mekong Basin,Gradient Boosting,anomaly_lag1,0.2876646331001733,1.0
Mekong Basin,Gradient Boosting,anomaly_lag2,0.037811023523020515,0.1314413354034161
Mekong Basin,Gradient Boosting,anomaly_lag3,0.03551883101627139,0.12347305483292652
Mekong Basin,Gradient Boosting,raw_lag1,0.14517199574242065,0.5046570868928036
Mekong Basin,Gradient Boosting,bar_state_lag1,0.03109303418693993,0.10808778907524728
Mekong Basin,Gradient Boosting,rolling_autocorr_3,0.0,0.0
Mekong Basin,Gradient Boosting,rolling_variance_3,0.041520636035601875,0.1443369509422563
Mekong Basin,Gradient Boosting,rolling_skew_3,0.03912210022766346,0.13599899231978227
Mekong Basin,Gradient Boosting,rolling_autocorr_6,0.04046915824479002,0.1406817300015378
Mekong Basin,Gradient Boosting,rolling_variance_6,0.049989176445096595,0.17377588585138615
Mekong Basin,Gradient Boosting,rolling_skew_6,0.024249717457135753,0.08429857085939127
Mekong Basin,Gradient Boosting,rolling_autocorr_12,0.10571025961480657,0.36747742840530256
Mekong Basin,Gradient Boosting,rolling_variance_12,0.057097588965015045,0.1984866486702659
Mekong Basin,Gradient Boosting,rolling_skew_12,0.07618198722031637,0.264829174164721
Mekong Basin,Gradient Boosting,month_sin,0.01876424401173877,0.06522958282885093
Mekong Basin,Gradient Boosting,month_cos,0.009635614209009795,0.033495998813501654
Mississippi / Missouri,Logistic Regression,anomaly_lag1,0.5384230303081303,1.0
Mississippi / Missouri,Logistic Regression,anomaly_lag2,-0.14230022830593214,0.264290753358927
Mississippi / Missouri,Logistic Regression,anomaly_lag3,-0.15151090279325088,0.2813975150850137
Mississippi / Missouri,Logistic Regression,raw_lag1,0.04162118670363685,0.07730201785725575
